# SPDX-FileCopyrightText: 2023 Sascha Brawer <sascha@brawer.ch>
# SPDX-License-Identifier: CC0-1.0
#
# Public Domain: To the extent possible under law, the authors have
# waived all copyright and related or neighboring rights to this file.
# This work is published from Switzerland.
#
# Family names
# Example: Aberegg https://www.wikidata.org/wiki/Q37499977

Aaron;Q301610
André;Q18643446
Anesi;Q37319450
Anetzhofer;*
Anex-dit-Chenaud;*
Anex;Q112595735
Angehrn;Q76411458
Angeli-Busi;*
Angeli;Q21448871
Angelino-Filera;*
Angeloni;Q37176473
Angeloz;*
Anger;Q16479720
Angerer;Q21504518
Angeretti;*
Anghilieri;*
Anghilleri;*
Angioni;Q56537505
Angiono;*
Anglo;Q37491229
Angst;Q24088268
Angster;Q42851697
Angéloz;*
Anhegger;*
Anhöck;*
Ankele;Q12784708
Anken;Q117756333
Anker;Q30733050
Ankli;Q61740351
Anklin;*
Anliker;Q37549949
Annaheim;*
Annasohn;*
Anneler;Q107160339
Annen;Q19893966
Anner;Q47528462
Annevelle;*
Annichini;Q86594024
Anotta;*
Anrig;*
Anschel;Q105991298
Anschütz;Q21449572
Anselmi;Q21488930
Anselmier;*
Ansermet;Q27887390
Ansermier;*
Ansermin;*
Ansermot;*
Ansermoz;*
Ansovini;*
Antar;Q37558227
Antemati;*
Antenen;Q56537513
Antener;*
Anthamatten;Q21506644
Anthenien;*
Anthieni;*
Anthonet;*
Anthonien;*
Anthony;Q4771950
Antieni;*
Antinori;Q37207671
Antognini;Q76425792
Antohi;Q107448223
Antoine;Q25937680
Antoli-Candela;*
Antoniazza;*
Antoniazzo;*
Antonier;*
Antonietta;*
Antonietti;Q37550052
Antonini;Q37088249
Antonino;Q37090347
Antoniol;*
Antonioli;Q21488967
Antoniotti;Q36944092
Antonnier;*
Anwander;Q88879214
Anz;Q37081848
Anzengruber;Q98934749
Anzevui;*
Anzini;*
Anzoli;*
Anzévui;*
Aostalli-Adamini;*
Apafi;*
Apolinari;*
Apolloni;Q28134935
Apori;*
Apothélos;*
App;Q19901863
Appel;Q16147560
Appenzeller;Q21517798
Appert;Q23296944
Appetito;*
Appia;Q24688471
Appleton;Q16147615
Appolloni;Q105139514
Appoloni;Q117756359
Apprederis;*
Aprato;*
April;Q26933324
Aprill;Q37293832
Aquillon;*
Aquilon;*
Arab;Q37491406
Aragi;Q90037146
Aragni;*
Arago;Q25267514
Araki;Q24090496
Arandel;*
Arbajter;*
Arbalettaz;*
Arbalétrier;*
Arbeit;Q21509219
Arbeiter;Q37434572
Arbellay;*
Arbenz;Q61740332
Arber;Q21489127
Arbese;*
Arbeth;*
Arbey;*
